ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
47000234,中古マンション等,,47201,沖縄県,那覇市,上之屋,美栄橋,15,４ＬＤＫ,95,,,,昭和57年,ＳＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2018年第３四半期,未改装,,7.447158031342219
47026538,中古マンション等,,47211,沖縄県,沖縄市,胡屋,,,３ＤＫ,50,,,,昭和63年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,6.732393759822968
47016906,中古マンション等,,47201,沖縄県,那覇市,上之屋,おもろまち,16,２ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第３四半期,未改装,,7.5910646070264995
47004058,中古マンション等,,47208,沖縄県,浦添市,港川,,,４ＬＤＫ,85,,,,平成10年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第２四半期,未改装,,7.278753600952829
47027006,中古マンション等,,47201,沖縄県,那覇市,宇栄原,赤嶺,13,２ＬＤＫ,50,,,,昭和64年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第２四半期,未改装,,6.8512583487190755
47000047,中古マンション等,,47201,沖縄県,那覇市,字安里,安里,4,３ＬＤＫ,75,,,,平成13年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2020年第１四半期,未改装,,7.079181246047625
47027542,中古マンション等,,47201,沖縄県,那覇市,松山,美栄橋,4,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,7.146128035678238
47000194,中古マンション等,,47201,沖縄県,那覇市,天久,古島,24,２ＬＤＫ,60,,,,平成19年,ＲＣ,,住宅,,,,第１種低層住居専用地域,50.0,150.0,2019年第１四半期,未改装,,7.556302500767288
47000254,中古マンション等,,47201,沖縄県,那覇市,宇栄原,赤嶺,7,３ＬＤＫ,80,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第４四半期,未改装,,7.342422680822207
47000045,中古マンション等,,47201,沖縄県,那覇市,曙,,,３ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第３四半期,未改装,,7.361727836017593
47030957,中古マンション等,,47201,沖縄県,那覇市,首里当蔵町,儀保,5,３ＬＤＫ,70,,,,平成3年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2008年第４四半期,改装済,,7.176091259055681
47001308,中古マンション等,,47201,沖縄県,那覇市,長田,安里,30分?60分,２ＤＫ,55,,,,昭和61年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第４四半期,未改装,,6.778151250383644
47000482,中古マンション等,,47201,沖縄県,那覇市,小禄,,,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第３四半期,改装済,,7.380211241711606
47000419,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,9,１ＬＤＫ,90,,,,平成25年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2015年第１四半期,改装済,,7.792391689498254
47025318,中古マンション等,,47201,沖縄県,那覇市,宇栄原,赤嶺,21,４ＬＤＫ,75,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,,7.176091259055681
47004078,中古マンション等,,47208,沖縄県,浦添市,港川,,,２ＬＤＫ,75,,,,平成17年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2017年第２四半期,未改装,,7.462397997898956
47027333,中古マンション等,,47201,沖縄県,那覇市,長田,,,２ＬＤＫ,65,,,,昭和61年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第１四半期,未改装,,5.8512583487190755
47000670,中古マンション等,,47201,沖縄県,那覇市,字国場,壺川,29,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第１四半期,改装済,,7.2552725051033065
47000343,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,15,２ＬＤＫ,60,,,,平成15年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2019年第２四半期,未改装,,7.568201724066995
47014618,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,,３ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,,,,2010年第４四半期,未改装,,7.505149978319906
47000800,中古マンション等,,47201,沖縄県,那覇市,首里石嶺町,儀保,23,３ＬＤＫ,70,,,,平成23年,ＲＣ,住宅,住宅,,,,,,,2015年第２四半期,未改装,,7.414973347970818
47001651,中古マンション等,,47201,沖縄県,那覇市,牧志,美栄橋,7,２ＬＤＫ,50,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,6.812913356642856
47000180,中古マンション等,,47201,沖縄県,那覇市,字天久,,,４ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第３四半期,未改装,,7.3979400086720375
47001136,中古マンション等,,47201,沖縄県,那覇市,田原,小禄,3,４ＬＤＫ,85,,,,平成2年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2017年第２四半期,改装済,,7.3979400086720375
47000520,中古マンション等,,47201,沖縄県,那覇市,金城,小禄,5,４ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第１四半期,未改装,,7.5910646070264995
47000445,中古マンション等,,47201,沖縄県,那覇市,字小禄,小禄,12,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第３四半期,未改装,,7.431363764158987
47025505,中古マンション等,,47201,沖縄県,那覇市,字大道,おもろまち,15,４ＬＤＫ,75,,,,昭和63年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第４四半期,未改装,,7.0
47004032,中古マンション等,,47208,沖縄県,浦添市,牧港,,,２ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第２四半期,未改装,,7.113943352306837
47000019,中古マンション等,,47201,沖縄県,那覇市,曙,美栄橋,30分?60分,３ＬＤＫ,85,,,,,ＲＣ,住宅,住宅,,,,,,,2016年第２四半期,未改装,,7.3979400086720375
47030852,中古マンション等,,47201,沖縄県,那覇市,識名,,,３ＬＤＫ,70,,,,平成2年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第２四半期,未改装,調停・競売等,6.982271233039568
47000009,中古マンション等,,47201,沖縄県,那覇市,赤嶺,赤嶺,8,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2016年第４四半期,改装済,,7.380211241711606
47006900,中古マンション等,,47211,沖縄県,沖縄市,宮里,,,２ＬＤＫ,65,,,,平成28年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第３四半期,,,7.447158031342219
47014642,中古マンション等,,47201,沖縄県,那覇市,字天久,,,４ＬＤＫ,80,,,,昭和62年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第２四半期,改装済,,7.146128035678238
47014858,中古マンション等,,47201,沖縄県,那覇市,字仲井真,,,３ＬＤＫ,55,,,,昭和61年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2010年第２四半期,未改装,,6.778151250383644
47015744,中古マンション等,,47201,沖縄県,那覇市,壺屋,安里,8,１ＬＤＫ,50,,,,,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2014年第２四半期,改装済,,7.079181246047625
47031743,中古マンション等,,47208,沖縄県,浦添市,港川,,,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第２四半期,未改装,調停・競売等,7.041392685158225
47015695,中古マンション等,,47201,沖縄県,那覇市,首里山川町,首里,23,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第２種住居地域,60.0,150.0,2014年第１四半期,未改装,,6.505149978319906
47022604,中古マンション等,,47201,沖縄県,那覇市,古波蔵,壺川,16,３ＬＤＫ,55,,,,平成5年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2012年第１四半期,未改装,,7.113943352306837
47017674,中古マンション等,,47211,沖縄県,沖縄市,泡瀬,,,２ＬＤＫ,50,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2014年第４四半期,未改装,,7.041392685158225
47016838,中古マンション等,,47201,沖縄県,那覇市,安里,牧志,3,３ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第３四半期,未改装,,7.301029995663981
47030768,中古マンション等,,47201,沖縄県,那覇市,字小禄,,,４ＬＤＫ,80,,,,平成11年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第２四半期,改装済,,7.204119982655925
47000763,中古マンション等,,47201,沖縄県,那覇市,識名,,,２ＬＤＫ,85,,,,平成20年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第１四半期,未改装,,7.518513939877887
47001237,中古マンション等,,47201,沖縄県,那覇市,泊,美栄橋,10,１Ｋ,20,,,,平成4年,ＲＣ,,その他,,,,商業地域,80.0,400.0,2018年第４四半期,改装済,,6.929418925714293
47004089,中古マンション等,,47208,沖縄県,浦添市,港川,,,３ＬＤＫ,55,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第２四半期,改装済,,7.041392685158225
47025633,中古マンション等,,47201,沖縄県,那覇市,字松川,,,３ＬＤＫ,65,,,,昭和50年,ＳＲＣ,住宅,,,,,,,,2013年第４四半期,未改装,,6.8750612633917
47006122,中古マンション等,,47211,沖縄県,沖縄市,泡瀬,,,２ＤＫ,50,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第４四半期,改装済,,6.954242509439325
47003639,中古マンション等,,47208,沖縄県,浦添市,字経塚,儀保,25,２ＬＤＫ,55,,,,平成24年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第２四半期,改装済,,7.361727836017593
47030719,中古マンション等,,47201,沖縄県,那覇市,上之屋,美栄橋,15,,95,,,,昭和57年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第２四半期,,,6.8750612633917
47015389,中古マンション等,,47201,沖縄県,那覇市,泉崎,旭橋,3,１ＬＤＫ,40,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第４四半期,未改装,,7.230448921378274
47000203,中古マンション等,,47201,沖縄県,那覇市,泉崎,旭橋,5,３ＬＤＫ,85,,,,平成11年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第１四半期,改装済,,7.301029995663981
47004066,中古マンション等,,47208,沖縄県,浦添市,港川,,,４ＬＤＫ,90,,,,平成17年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第１四半期,改装済,,7.3979400086720375
47023569,中古マンション等,,47211,沖縄県,沖縄市,泡瀬,,,３ＬＤＫ,55,,,,平成17年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2012年第１四半期,改装済,,7.079181246047625
47025530,中古マンション等,,47201,沖縄県,那覇市,壺屋,安里,9,３ＤＫ,55,,,,昭和63年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第４四半期,未改装,,6.505149978319906
47015444,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,4,２ＬＤＫ,65,,,,平成14年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第４四半期,未改装,,7.431363764158987
47014639,中古マンション等,,47201,沖縄県,那覇市,安謝,,,１Ｋ,30,,,,平成18年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第１四半期,未改装,,6.949390006644912
47000103,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,３ＬＤＫ,85,,,,,ＲＣ,,住宅,,,,,,,2018年第３四半期,改装済,,7.662757831681574
47015875,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,3,２ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,150.0,2014年第４四半期,,,7.2552725051033065
47006704,中古マンション等,,47211,沖縄県,沖縄市,比屋根,,,３ＬＤＫ,60,,,,昭和59年,ＲＣ,住宅,住宅,,,,市街化区域及び市街化調整区域外の都市計画区域,70.0,200.0,2015年第３四半期,未改装,,6.845098040014257
47016844,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,7,３ＬＤＫ,95,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第２四半期,改装済,,7.6020599913279625
47001692,中古マンション等,,47201,沖縄県,那覇市,松尾,県庁前(沖縄),5,３ＬＤＫ,75,,,,平成12年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第３四半期,未改装,,7.505149978319906
47022719,中古マンション等,,47201,沖縄県,那覇市,泊,,,３ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,,,,2012年第４四半期,未改装,,7.041392685158225
47000074,中古マンション等,,47201,沖縄県,那覇市,安里,安里,1,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,7.342422680822207
47001617,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,2,３ＬＤＫ,90,,,,平成22年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第２四半期,未改装,,7.748188027006201
47001655,中古マンション等,,47201,沖縄県,那覇市,牧志,美栄橋,6,１ＤＫ,30,,,,昭和59年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,改装済,,6.913813852383717
47001827,中古マンション等,,47201,沖縄県,那覇市,港町,,,３ＬＤＫ,60,,,,昭和60年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,改装済,,7.041392685158225
47006132,中古マンション等,,47211,沖縄県,沖縄市,泡瀬,,,３ＬＤＫ,55,,,,,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第１四半期,未改装,,7.113943352306837
47017335,中古マンション等,,47201,沖縄県,那覇市,楚辺,壺川,5,３ＬＤＫ,90,,,,平成19年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第１四半期,改装済,,7.5910646070264995
47014976,中古マンション等,,47201,沖縄県,那覇市,三原,安里,8,４ＬＤＫ,70,,,,昭和61年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第３四半期,未改装,,6.954242509439325
47004097,中古マンション等,,47208,沖縄県,浦添市,宮城,古島,25,３ＬＤＫ,70,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第２四半期,改装済,,7.3222192947339195
47031127,中古マンション等,,47201,沖縄県,那覇市,松尾,美栄橋,11,３ＬＤＫ,60,,,,平成8年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第３四半期,未改装,,7.146128035678238
47004072,中古マンション等,,47208,沖縄県,浦添市,港川,,,３ＬＤＫ,80,,,,平成15年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2017年第４四半期,未改装,,7.3979400086720375
47025982,中古マンション等,,47208,沖縄県,浦添市,城間,,,３ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第４四半期,未改装,,7.3222192947339195
47031048,中古マンション等,,47201,沖縄県,那覇市,西,旭橋,8,４ＬＤＫ,85,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第３四半期,未改装,,6.991226075692495
47001218,中古マンション等,,47201,沖縄県,那覇市,泊,牧志,8,３ＬＤＫ,70,,,,平成13年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第４四半期,,,7.3979400086720375
47018954,中古マンション等,,47208,沖縄県,浦添市,港川,,,３ＬＤＫ,75,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第２四半期,,,7.3222192947339195
47030782,中古マンション等,,47201,沖縄県,那覇市,小禄,,,３ＬＤＫ,90,,,,平成19年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第４四半期,未改装,,7.57978359661681
47014779,中古マンション等,,47201,沖縄県,那覇市,首里金城町,首里,16,３ＬＤＫ,65,,,,昭和50年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2010年第２四半期,未改装,,6.732393759822968
47000396,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,6,２ＬＤＫ,75,,,,平成27年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2016年第２四半期,未改装,,7.544068044350276
47001231,中古マンション等,,47201,沖縄県,那覇市,泊,美栄橋,8,３ＬＤＫ,75,,,,昭和60年,ＲＣ,,,,,,商業地域,80.0,400.0,2019年第２四半期,未改装,,7.230448921378274
47025535,中古マンション等,,47201,沖縄県,那覇市,壺屋,牧志,8,２ＤＫ,45,,,,昭和63年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第１四半期,未改装,,6.845098040014257
47025382,中古マンション等,,47201,沖縄県,那覇市,久米,,,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,,,,,,,,2013年第３四半期,改装済,,7.230448921378274
47004119,中古マンション等,,47208,沖縄県,浦添市,宮城,,,３ＬＤＫ,65,,,,平成9年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2016年第１四半期,未改装,,7.176091259055681
